,index,carat,cut,color,clarity,depth,table,price,x,y,z
7961,20205,1.55,5,6,3,62.0,62.0,8644,7.33,7.47,4.59
7962,24334,2.02,5,7,3,59.8,59.9,12598,8.16,8.21,4.9
7963,43917,0.31,3,6,5,61.4,55.2,513,4.32,4.35,2.66
7964,37759,0.44,4,2,3,62.3,58.0,998,4.88,4.85,3.03
7965,5503,0.91,4,3,4,60.8,59.0,3845,6.28,6.25,3.81
7966,48750,0.56,3,3,5,61.7,54.0,2016,5.34,5.3,3.28
7967,31490,0.34,3,4,6,61.3,55.0,765,4.51,4.49,2.76
7968,51670,0.72,3,2,4,62.3,54.0,2398,5.75,5.78,3.59
7969,26322,2.03,5,6,6,61.4,59.0,15826,8.06,8.12,4.97
7970,53135,0.71,3,2,4,61.2,57.0,2619,5.75,5.78,3.53
7971,21496,1.2,3,1,6,61.4,55.0,9596,6.87,6.78,4.19
7972,4816,0.77,3,3,3,61.7,56.0,3702,5.85,5.91,3.63
7973,13167,1.0,4,2,3,60.7,59.0,5445,6.38,6.41,3.88
7974,19353,0.4,3,4,4,61.9,54.0,622,4.75,4.8,2.94
7975,20430,1.22,3,3,6,61.5,57.0,8783,6.87,6.91,4.24
7976,8960,0.9,4,2,3,62.3,56.0,4502,6.21,6.14,3.85
7977,52407,0.71,3,4,6,62.5,57.0,2511,5.72,5.68,3.56
7978,44244,0.51,5,3,6,63.2,56.0,1574,5.1,5.06,3.21
7979,736,0.31,3,4,6,62.2,53.6,557,4.32,4.35,2.7
7980,3607,0.72,3,2,6,61.7,55.0,3427,5.8,5.77,3.57
7981,23370,0.33,3,1,4,62.9,56.0,631,4.43,4.41,2.78
7982,17608,1.12,3,5,8,62.3,53.0,7091,6.64,6.7,4.16
7983,52977,0.35,5,5,6,61.8,56.0,552,4.54,4.58,2.82
7984,14731,1.22,4,5,6,62.7,58.0,5930,6.77,6.73,4.23
7985,10951,1.03,3,5,3,62.0,56.0,4900,6.43,6.5,4.01
7986,5265,1.21,5,2,1,63.3,63.0,3795,6.72,6.67,4.24
7987,13287,1.0,4,1,3,61.5,60.0,5488,6.38,6.34,3.91
7988,22926,1.52,4,2,3,62.4,59.0,10963,7.37,7.34,4.59
7989,16842,1.0,4,2,6,62.1,59.0,6720,6.38,6.34,3.95
7990,18153,1.51,4,7,6,60.7,60.0,7357,7.43,7.36,4.49
7991,50404,0.58,3,4,7,61.3,56.0,2256,5.36,5.4,3.3
7992,10280,1.04,3,3,4,62.1,57.0,4754,6.48,6.46,4.02
7993,29157,0.38,3,2,3,61.8,53.8,693,4.63,4.67,2.88
7994,41260,0.31,4,5,4,59.5,59.0,501,4.45,4.39,2.63
7995,48541,0.5,5,4,7,59.6,63.0,1987,5.16,5.11,3.06
7996,15679,1.01,2,3,6,61.7,58.0,6288,6.3,6.34,3.9
7997,2624,0.9,2,4,3,57.7,62.0,3226,6.29,6.23,3.61
7998,16467,1.02,5,2,6,63.2,60.0,6580,6.34,6.29,3.99
7999,29219,0.34,3,6,2,61.9,55.0,695,4.5,4.52,2.79
8000,1183,0.9,1,2,4,65.0,58.0,2930,6.08,6.04,3.94
8001,48830,0.7,2,5,3,63.3,60.0,2029,5.57,5.65,3.55
8002,34338,0.3,3,2,7,62.5,57.0,862,4.27,4.3,2.68
8003,29695,0.31,4,4,8,60.5,58.0,707,4.39,4.43,2.67
8004,49532,0.6,3,1,6,60.4,57.0,2125,5.53,5.49,3.33
8005,43159,0.54,5,3,3,63.3,56.0,1389,5.24,5.21,3.31
8006,32129,0.41,5,4,4,63.4,58.0,784,4.73,4.7,2.99
8007,36666,0.36,3,4,5,61.4,56.0,949,4.55,4.6,2.81
8008,31378,0.31,4,5,2,60.4,58.0,761,4.41,4.43,2.67
8009,30983,0.37,2,4,5,63.1,56.0,746,4.57,4.59,2.89
8010,47260,0.77,5,7,6,62.1,62.0,1843,5.82,5.87,3.63
8011,5354,1.05,5,2,4,62.2,59.0,3816,6.44,6.51,4.03
8012,2601,0.72,5,3,5,63.3,57.0,3219,5.68,5.75,3.62
8013,23992,1.51,3,3,3,61.5,55.0,12152,7.39,7.35,4.53
8014,39268,0.38,4,4,5,61.9,59.0,1069,4.67,4.63,2.88
8015,19660,1.53,5,2,4,59.3,60.0,8270,7.44,7.46,4.42
8016,14766,1.06,4,3,6,61.2,57.0,5942,6.64,6.49,4.02
8017,17915,1.51,4,5,4,59.4,62.0,7235,7.47,7.31,4.39
8018,10520,1.04,3,2,4,62.0,55.0,4804,6.48,6.51,4.03
8019,8318,1.0,5,2,4,63.3,55.0,4390,6.29,6.25,3.97
8020,27615,2.0,4,3,3,62.6,59.0,18493,8.1,8.04,5.05
8021,30578,0.31,3,1,6,62.1,55.0,734,4.31,4.32,2.68
8022,42491,0.59,4,3,4,61.9,61.0,1319,5.38,5.33,3.31
8023,23794,1.52,4,5,5,58.4,59.0,11853,7.55,7.52,4.4
8024,46700,0.55,4,4,5,59.4,62.0,1792,5.36,5.32,3.17
8025,1558,0.7,3,5,5,61.7,55.0,3004,5.69,5.72,3.52
8026,47953,0.96,1,3,1,62.9,66.0,1917,6.29,6.07,3.91
8027,2211,1.0,4,4,4,61.5,56.0,3142,6.49,6.44,3.97
8028,42121,0.4,3,1,7,62.8,57.0,1279,4.65,4.68,2.93
8029,39989,0.41,4,3,6,61.3,58.0,1107,4.84,4.79,2.95
8030,7519,1.01,4,6,3,61.8,59.0,4242,6.44,6.37,3.96
8031,42834,0.51,3,2,3,61.5,54.0,1356,5.15,5.19,3.18
8032,21365,0.42,3,3,4,61.7,54.0,626,4.85,4.87,3.0
8033,12622,1.0,4,3,3,60.5,56.0,5292,6.48,6.45,3.91
8034,51734,0.58,4,1,5,59.2,60.0,2401,5.46,5.41,3.22
8035,41389,0.42,3,3,8,61.7,57.0,1221,4.81,4.78,2.96
8036,7678,1.01,2,5,3,64.6,56.0,4274,6.17,6.21,4.0
8037,13294,1.06,5,3,3,59.6,60.0,5491,6.61,6.68,3.96
8038,31712,0.42,3,6,5,61.5,55.0,771,4.83,4.86,2.98
8039,31947,0.3,3,3,6,61.6,57.0,776,4.32,4.28,2.65
8040,26441,2.0,4,5,3,60.1,61.0,15984,8.13,8.1,4.88
8041,18048,0.35,4,2,3,60.8,60.0,614,4.51,4.57,2.76
8042,3288,0.91,4,5,4,62.9,59.0,3363,6.15,6.12,3.86
8043,43127,0.5,5,5,6,63.9,57.0,1387,5.04,5.07,3.23
8044,44077,0.51,5,3,6,63.1,59.0,1552,5.1,5.04,3.2
8045,21656,1.22,3,3,5,61.5,56.0,9756,6.89,6.84,4.22
8046,7544,0.7,3,3,7,61.6,56.0,4246,5.86,5.71,3.51
8047,9681,1.0,3,6,3,62.5,56.0,4649,6.38,6.41,4.0
8048,30617,0.3,5,4,3,59.7,60.0,447,4.35,4.39,2.61
8049,48181,0.54,4,5,7,62.0,57.0,1944,5.25,5.2,3.24
8050,49794,0.53,3,2,6,61.8,55.0,2163,5.21,5.24,3.23
8051,53324,0.78,3,6,6,59.8,58.0,2652,5.98,6.02,3.59
8052,34652,0.31,4,2,6,60.5,60.0,872,4.36,4.34,2.63
8053,51973,0.24,5,3,8,60.9,55.0,547,4.07,4.08,2.48
8054,16166,1.03,4,2,6,60.0,59.0,6460,6.6,6.54,3.94
8055,41982,0.51,5,1,4,62.8,57.0,1264,5.1,5.12,3.21
8056,36128,0.33,3,2,6,60.6,55.0,928,4.5,4.48,2.72
8057,26109,1.51,3,3,5,62.5,57.0,15378,7.33,7.3,4.57
8058,24965,2.02,4,5,3,63.0,60.0,13453,7.85,7.79,4.93
8059,5553,1.01,5,2,4,59.4,59.0,3857,6.49,6.51,3.86
8060,15249,1.07,4,1,3,63.0,57.0,6124,6.57,6.47,4.11
8061,28041,0.38,2,6,3,63.7,57.0,659,4.63,4.57,2.93
8062,19431,1.12,3,4,5,61.1,56.0,8080,6.7,6.73,4.1
8063,30205,0.4,3,4,4,62.5,53.0,723,4.75,4.79,2.98
8064,407,0.31,5,3,3,61.8,58.0,555,4.32,4.35,2.68
8065,45600,0.5,2,4,8,61.2,63.3,1690,5.06,5.08,3.1
8066,42068,0.5,3,1,3,62.7,57.0,1272,5.06,5.08,3.18
8067,13995,1.2,5,4,4,62.0,60.0,5698,6.78,6.76,4.2
8068,31929,0.3,3,3,6,62.0,55.0,776,4.33,4.31,2.68
8069,49454,0.7,2,2,3,61.6,61.0,2111,5.64,5.66,3.48
8070,14478,1.5,1,7,6,64.5,59.0,5846,7.2,7.07,4.6
8071,9093,1.2,4,4,4,61.8,60.0,4524,6.85,6.78,4.21
8072,46609,0.54,5,1,6,63.2,55.0,1786,5.21,5.17,3.28
8073,22014,1.5,3,6,5,61.3,57.0,10080,7.35,7.32,4.5
8074,38433,0.38,3,3,6,62.1,57.0,1026,4.67,4.61,2.88
8075,13842,1.0,2,1,3,64.2,56.0,5642,6.23,6.29,4.02
8076,25750,2.16,3,7,3,63.0,55.0,14691,8.2,8.24,5.18
8077,8971,1.0,2,3,3,63.6,62.0,4504,6.24,6.3,3.99
8078,27368,0.28,3,3,2,62.4,55.0,646,4.17,4.2,2.61
8079,1417,0.52,4,2,8,60.1,58.0,2970,5.23,5.18,3.13
8080,50944,0.8,5,7,5,63.4,56.0,2321,5.9,5.87,3.73
8081,8089,1.07,5,4,4,64.6,60.0,4340,6.35,6.4,4.12
8082,32678,0.31,4,4,5,60.8,61.0,802,4.35,4.33,2.64
8083,46574,0.56,3,2,3,62.8,58.0,1784,5.31,5.26,3.32
8084,2915,1.04,2,7,6,58.2,64.0,3285,6.64,6.53,3.85
8085,18863,1.55,4,7,5,61.6,58.0,7733,7.39,7.42,4.56
8086,15200,1.15,3,5,3,62.4,54.0,6106,6.71,6.76,4.2
8087,38772,0.31,3,2,8,61.6,55.0,1046,4.38,4.35,2.69
8088,16831,1.11,4,4,6,59.0,59.0,6713,6.79,6.76,4.0
8089,40986,0.5,3,2,4,63.0,57.0,1181,5.09,5.04,3.19
8090,41955,0.23,5,2,8,62.6,59.0,505,3.93,3.96,2.47
8091,13713,0.3,3,2,6,62.3,56.0,603,4.27,4.3,2.67
8092,3481,0.81,3,4,6,61.5,55.0,3397,6.0,6.06,3.71
8093,343,0.71,5,2,6,64.0,57.0,2804,5.66,5.68,3.63
8094,22823,1.52,3,6,5,61.8,55.0,10851,7.38,7.41,4.57
8095,31669,0.4,4,3,3,61.7,59.0,769,4.75,4.72,2.92
8096,35083,0.3,3,3,2,61.8,54.0,886,4.34,4.36,2.69
8097,25977,2.1,4,4,4,62.6,56.0,15175,8.2,8.16,5.12
8098,41023,0.5,5,4,3,64.1,57.0,1187,5.04,5.07,3.24
8099,15257,1.01,2,4,6,62.7,60.0,6126,6.27,6.32,3.95
8100,16957,1.02,4,3,6,62.4,59.0,6773,6.45,6.4,4.01
8101,11625,1.13,4,5,3,60.1,60.0,5050,6.77,6.73,4.06
8102,29383,0.31,3,2,3,63.0,57.0,698,4.32,4.29,2.71
8103,20794,1.23,3,4,5,62.0,56.0,9030,6.92,6.86,4.27
8104,24971,1.73,3,6,6,61.0,56.0,13465,7.72,7.79,4.73
8105,36030,0.41,4,4,3,62.5,57.0,923,4.72,4.69,2.94
8106,22503,1.59,4,5,3,60.6,60.0,10542,7.59,7.53,4.58
8107,6660,1.0,4,4,4,62.7,59.0,4095,6.3,6.36,3.97
8108,15558,1.02,4,4,5,62.0,59.0,6238,6.45,6.39,3.98
8109,26481,2.0,4,6,6,58.6,62.0,16068,8.2,8.17,4.8
8110,12385,0.33,3,4,6,61.3,57.0,598,4.45,4.49,2.74
8111,10074,0.4,2,7,6,64.0,57.0,591,4.67,4.7,3.0
8112,46122,0.72,3,3,4,62.0,57.0,1743,5.68,5.64,3.51
8113,20763,1.01,5,2,8,61.5,58.0,9002,6.4,6.44,3.95
8114,52383,0.57,3,2,8,61.0,57.0,2507,5.37,5.36,3.27
8115,53423,0.71,5,4,6,61.9,62.0,2671,5.69,5.72,3.53
8116,32331,0.36,4,2,6,59.3,59.0,789,4.6,4.68,2.75
8117,2777,0.83,3,3,3,62.1,55.0,3254,6.0,6.05,3.74
8118,23037,0.33,4,1,4,59.5,59.0,631,4.5,4.48,2.67
8119,43563,0.51,3,3,6,62.5,53.0,1431,5.12,5.15,3.21
8120,40026,0.53,5,3,4,63.2,55.0,1110,5.17,5.18,3.27
8121,18264,1.51,2,7,6,62.8,59.0,7418,7.17,7.2,4.51
8122,29906,0.41,3,3,3,61.8,55.0,711,4.75,4.8,2.95
8123,28606,0.3,4,2,3,61.3,60.0,675,4.31,4.27,2.63
8124,39555,0.32,4,4,7,62.6,58.0,1080,4.41,4.38,2.75
8125,28685,0.3,2,4,8,62.6,58.0,678,4.25,4.28,2.67
8126,46343,0.5,5,1,6,63.4,57.0,1758,5.09,5.04,3.21
8127,41310,0.39,2,4,2,63.5,56.0,1213,4.65,4.67,2.96
8128,12627,1.26,4,6,3,60.5,62.0,5292,6.97,6.92,4.2
8129,26156,1.92,3,5,3,61.3,57.0,15472,8.0,8.06,4.92
8130,48325,0.33,2,3,3,61.8,62.0,536,4.4,4.45,2.74
8131,25922,2.0,5,7,8,63.0,59.0,15076,7.97,8.0,5.03
8132,7161,0.94,3,1,4,62.1,56.0,4182,6.21,6.25,3.87
8133,6215,0.8,5,4,8,62.5,56.0,4002,5.95,5.98,3.73
8134,26064,1.65,3,4,5,62.3,55.0,15281,7.56,7.6,4.72
8135,52300,0.32,3,6,8,61.2,56.0,548,4.41,4.45,2.71
8136,36857,0.5,2,1,4,63.1,56.0,958,5.05,4.96,3.16
8137,8093,1.02,5,5,4,62.6,57.0,4341,6.42,6.46,4.03
8138,32587,0.33,3,2,8,61.0,57.0,802,4.46,4.49,2.73
8139,1583,0.7,5,1,5,60.4,58.0,3008,5.71,5.78,3.47
8140,1048,0.79,3,4,3,60.3,60.0,2907,5.98,6.02,3.62
8141,39599,0.34,3,2,7,62.0,56.0,1084,4.52,4.48,2.79
8142,35708,0.3,4,1,6,60.7,60.0,911,4.37,4.33,2.64
8143,7592,1.0,3,5,4,62.6,56.0,4256,6.38,6.34,3.98
8144,18166,1.51,2,6,3,63.9,63.0,7365,7.2,7.17,4.59
8145,53446,0.72,3,3,4,60.8,56.0,2674,5.82,5.79,3.53
8146,16839,1.5,1,6,4,64.8,58.0,6717,7.05,7.15,4.6
8147,7441,0.71,3,2,7,62.3,55.0,4231,5.68,5.72,3.55
8148,18094,1.51,4,7,3,58.4,60.0,7314,7.58,7.53,4.41
8149,8889,1.06,2,3,3,57.0,64.0,4488,6.8,6.71,3.85
8150,35827,0.41,5,5,6,60.0,57.0,915,4.92,4.88,2.94
8151,27040,0.32,3,5,8,62.0,55.0,645,4.39,4.42,2.73
8152,24068,1.51,3,4,6,60.8,54.0,12210,7.45,7.43,4.52
8153,18491,1.0,5,2,5,62.3,53.0,7528,6.35,6.39,3.97
8154,45344,0.52,5,1,6,63.6,59.0,1664,5.09,5.13,3.25
8155,5186,0.8,3,5,2,61.1,56.0,3774,6.02,5.96,3.66
8156,30210,0.33,3,2,6,62.1,57.0,723,4.41,4.44,2.75
8157,22937,1.54,4,5,6,61.0,60.0,10977,7.42,7.46,4.54
8158,17124,1.04,3,4,5,61.5,55.0,6831,6.54,6.55,4.02
8159,14085,1.24,3,6,3,61.3,56.0,5714,6.9,6.93,4.24
8160,48383,0.7,4,4,4,62.0,59.0,1966,5.62,5.58,3.47
8161,46708,0.7,2,3,4,64.1,58.0,1792,5.58,5.53,3.56
8162,8886,0.9,4,4,8,63.0,58.0,4486,6.15,6.07,3.85
8163,30007,0.43,5,1,4,61.1,58.0,716,4.86,4.9,2.98
8164,29303,0.3,3,6,6,62.0,55.0,438,4.3,4.35,2.68
8165,16570,1.01,4,4,5,60.2,59.0,6618,6.58,6.51,3.94
8166,8736,1.02,1,5,6,64.6,61.0,4462,6.32,6.24,4.06
8167,43249,0.38,3,1,7,61.3,56.0,1400,4.65,4.71,2.87
8168,41495,0.41,5,2,8,59.9,60.0,1233,4.8,4.82,2.88
8169,12969,1.14,3,7,5,61.5,57.0,5392,6.7,6.73,4.13
8170,14597,1.06,4,5,6,62.6,58.0,5889,6.54,6.49,4.08
8171,3108,0.71,5,3,6,63.0,54.0,3323,5.7,5.72,3.6
8172,32685,0.31,4,4,5,63.0,57.0,802,4.32,4.28,2.71
8173,32098,0.33,3,1,6,60.9,55.0,781,4.46,4.5,2.73
8174,43826,0.51,4,2,3,60.3,56.0,1443,5.27,5.17,3.15
8175,17808,1.04,2,4,5,63.8,57.0,7177,6.43,6.4,4.09
8176,29198,0.44,2,7,5,63.2,57.0,694,4.82,4.86,3.06
8177,811,0.71,4,1,3,61.4,58.0,2863,5.79,5.75,3.54
8178,862,0.79,3,4,3,62.6,55.0,2871,5.91,5.95,3.71
8179,18198,1.23,3,5,8,61.3,55.0,7387,6.9,6.94,4.24
8180,474,0.72,3,5,5,62.3,56.0,2819,5.73,5.77,3.58
8181,53394,0.74,5,6,7,62.6,57.0,2666,5.76,5.78,3.61
8182,32434,0.43,3,2,3,61.5,56.0,792,4.85,4.9,3.0
8183,23873,1.51,3,5,5,62.3,57.0,11967,7.34,7.29,4.55
8184,22389,1.37,4,4,5,58.3,60.0,10412,7.35,7.3,4.27
8185,43858,0.71,5,3,1,63.2,55.0,1448,5.64,5.57,3.54
8186,4867,1.0,4,4,4,61.4,61.0,3713,6.35,6.32,3.89
8187,28079,0.4,3,7,8,62.5,53.0,662,4.74,4.79,2.98
8188,12033,0.34,4,4,6,61.8,58.0,596,4.47,4.5,2.77
8189,23463,1.31,3,4,8,59.2,59.0,11459,7.12,7.18,4.23
8190,12824,1.1,3,5,6,60.5,57.0,5347,6.73,6.7,4.06
8191,5746,1.0,2,1,4,64.3,53.0,3894,6.29,6.34,4.06
8192,214,0.7,3,4,5,61.4,59.0,2780,5.64,5.73,3.49
8193,712,0.98,1,2,4,53.3,67.0,2855,6.82,6.74,3.61
8194,10999,0.9,4,1,6,62.6,59.0,4914,6.17,6.14,3.85
8195,8665,1.3,4,4,4,63.0,59.0,4455,6.97,6.9,4.37
8196,8365,0.9,5,4,6,63.8,58.0,4400,6.08,6.12,3.89
8197,1131,0.71,4,2,5,59.7,57.0,2920,5.87,5.78,3.48
8198,50195,0.61,3,2,6,61.7,56.0,2225,5.46,5.43,3.36
8199,44946,0.58,4,3,3,62.2,61.0,1634,5.33,5.25,3.29
8200,32961,0.32,3,4,3,61.3,57.0,461,4.42,4.45,2.72
8201,7963,1.06,2,2,4,63.9,60.0,4321,6.45,6.41,4.11
8202,5245,1.0,5,3,4,62.7,58.0,3789,6.3,6.36,3.97
8203,48274,0.53,3,1,6,61.4,55.0,1956,5.25,5.21,3.21
8204,11958,1.21,5,7,6,62.2,59.0,5136,6.79,6.84,4.24
8205,24777,1.6,3,3,3,61.1,55.0,13140,7.55,7.58,4.62
8206,22707,0.35,4,5,3,60.0,61.0,630,4.6,4.57,2.75
8207,38884,0.4,3,1,6,61.5,55.0,1050,4.75,4.71,2.91
8208,6810,1.01,3,2,4,63.0,56.0,4118,6.34,6.3,3.98
8209,24156,1.58,3,5,6,61.4,56.0,12334,7.5,7.56,4.62
8210,32005,0.41,3,7,2,62.1,54.0,777,4.78,4.81,2.98
8211,5304,1.02,1,6,4,65.5,57.0,3802,6.19,6.24,4.07
8212,36550,0.4,4,2,3,60.1,59.0,945,4.82,4.76,2.88
8213,47158,0.55,3,4,6,61.2,55.0,1833,5.3,5.35,3.26
8214,24352,2.01,5,5,4,63.4,58.0,12617,8.01,7.94,5.06
8215,32027,0.38,3,4,6,61.2,55.0,778,4.69,4.72,2.88
8216,53791,0.7,5,2,3,62.1,60.0,2730,5.62,5.66,3.5
8217,53148,0.8,5,2,4,62.4,55.0,2623,5.88,5.92,3.68
8218,31482,0.34,4,4,6,60.3,59.0,765,4.53,4.49,2.72
8219,23677,1.22,4,3,7,61.9,58.0,11723,6.81,6.85,4.23
8220,16507,1.26,3,6,3,62.6,57.0,6597,6.89,6.92,4.32
8221,7635,0.93,3,5,5,62.7,54.0,4265,6.25,6.2,3.9
8222,17521,1.04,5,4,5,61.8,58.0,7049,6.5,6.55,4.03
8223,18378,0.42,2,1,4,60.7,61.0,617,4.78,4.84,2.92
8224,45642,0.25,3,4,8,62.1,57.0,525,4.01,4.07,2.5
8225,49632,0.32,4,6,3,61.6,61.0,540,4.4,4.36,2.7
8226,3049,0.27,5,4,2,60.8,57.0,566,4.2,4.22,2.56
8227,6217,0.7,5,1,5,59.3,55.0,4003,5.86,5.83,3.47
8228,22090,1.58,5,6,5,61.8,57.0,10112,7.5,7.56,4.64
8229,49,0.29,5,5,4,60.7,60.0,404,4.33,4.37,2.64
8230,18661,1.06,4,4,8,62.4,55.0,7627,6.54,6.5,4.07
8231,26285,2.09,5,3,4,60.2,61.0,15773,8.32,8.29,5.0
8232,20570,1.21,4,3,5,62.5,60.0,8879,6.77,6.7,4.21
8233,43811,0.51,2,4,6,63.9,56.0,1443,5.1,5.07,3.25
8234,6529,0.9,2,1,3,63.2,62.0,4068,6.06,6.13,3.85
8235,18810,1.06,2,3,5,58.5,57.0,7699,6.68,6.73,3.92
8236,34893,0.3,5,1,8,59.6,61.0,880,4.39,4.34,2.6
8237,25125,2.0,4,7,6,61.5,59.0,13675,8.11,8.06,4.97
8238,8517,1.04,3,3,3,62.1,56.0,4426,6.54,6.47,4.04
8239,8022,1.19,4,5,4,61.9,58.0,4332,6.84,6.77,4.21
8240,2943,1.0,5,7,4,63.2,62.0,3293,6.32,6.27,3.98
8241,2337,0.74,3,3,5,61.7,56.0,3170,5.83,5.78,3.58
8242,16801,1.28,4,5,3,59.9,59.0,6701,7.08,7.05,4.23
8243,29555,0.4,3,5,3,62.1,55.0,705,4.73,4.77,2.95
8244,18726,1.2,5,1,3,62.4,58.0,7646,6.75,6.78,4.23
8245,40423,0.7,2,3,1,63.8,60.0,1134,5.64,5.45,3.54
8246,46814,0.5,4,1,5,62.8,58.0,1807,5.05,5.01,3.16
8247,33590,0.37,4,2,3,59.9,59.0,833,4.7,4.68,2.81
8248,51192,0.7,5,2,3,62.9,57.0,2349,5.6,5.66,3.54
8249,11568,1.03,3,4,3,60.9,57.0,5037,6.54,6.5,3.97
8250,31451,0.34,3,4,6,61.1,55.0,765,4.55,4.52,2.77
8251,46171,0.5,4,2,6,61.8,58.0,1746,5.09,5.07,3.14
8252,50563,0.79,3,6,4,62.1,56.0,2277,5.92,5.97,3.69
8253,24389,0.41,5,2,4,63.0,57.0,638,4.7,4.73,2.97
8254,30233,0.33,3,2,6,61.9,54.0,723,4.42,4.47,2.75
8255,419,0.26,3,2,5,61.5,57.0,556,4.09,4.12,2.52
8256,21041,0.31,4,4,5,61.2,59.0,625,4.35,4.37,2.67
8257,5794,1.0,5,3,4,62.4,56.0,3906,6.31,6.35,3.95
8258,14431,1.03,4,4,6,63.0,59.0,5826,6.45,6.4,4.05
8259,11247,1.28,3,7,3,61.2,57.0,4967,7.02,6.96,4.28
8260,52342,0.72,3,6,5,61.4,58.0,2498,5.73,5.77,3.53
8261,38345,0.32,3,4,2,61.2,57.0,1020,4.43,4.4,2.7
8262,23605,1.3,3,4,8,62.4,56.1,11633,6.97,7.02,4.36
8263,17289,1.14,3,5,5,61.9,53.0,6926,6.73,6.75,4.17
8264,11893,1.2,5,4,4,62.6,60.0,5116,6.68,6.74,4.2
8265,3027,0.7,3,2,5,62.2,58.0,3309,5.67,5.71,3.54
8266,22140,2.19,4,7,4,58.8,58.0,10179,8.57,8.53,5.03
8267,45943,0.59,5,3,6,61.8,58.0,1723,5.35,5.4,3.32
8268,3243,0.71,3,2,5,62.4,57.0,3354,5.67,5.71,3.55
8269,37302,0.5,4,4,4,60.7,57.0,978,5.15,5.07,3.1
8270,33600,0.31,5,4,3,58.8,62.0,462,4.39,4.42,2.59
8271,17082,1.05,3,3,6,61.6,54.0,6810,6.54,6.58,4.04
8272,31366,0.33,3,3,8,61.7,55.0,761,4.46,4.49,2.76
8273,35382,0.41,5,4,5,60.0,61.0,899,4.77,4.86,2.89
8274,34023,0.35,3,4,7,61.7,55.0,849,4.54,4.57,2.81
8275,39416,0.41,4,3,5,61.2,57.0,1076,4.8,4.77,2.93
8276,4082,0.78,3,3,6,61.5,56.0,3531,5.94,5.9,3.64
8277,26985,2.01,4,5,6,60.1,61.0,17068,8.14,8.06,4.87
8278,14753,1.0,3,2,3,61.7,55.0,5938,6.44,6.49,3.99
8279,43690,0.5,5,3,6,62.5,56.0,1436,5.06,5.09,3.17
8280,35813,0.31,3,3,2,62.3,54.0,914,4.33,4.37,2.71
8281,26876,1.73,5,4,6,62.9,58.0,16807,7.58,7.65,4.79
8282,8441,1.05,3,5,4,61.2,57.0,4410,6.62,6.55,4.03
8283,44954,0.51,3,2,5,62.7,56.0,1636,5.1,5.14,3.21
8284,46425,0.53,2,4,8,64.3,58.0,1769,5.11,5.15,3.3
8285,7142,1.2,4,7,4,61.8,56.0,4177,6.85,6.81,4.22
8286,21745,1.0,5,2,8,59.1,58.0,9815,6.5,6.57,3.86
8287,18843,1.02,5,4,8,62.5,59.0,7724,6.34,6.42,3.99
8288,47132,0.53,5,2,5,61.9,59.0,1830,5.16,5.21,3.21
8289,26435,2.21,4,4,4,60.7,62.0,15970,8.48,8.42,5.13
8290,3663,0.76,3,1,6,61.2,57.0,3443,5.89,5.91,3.61
8291,52422,1.3,1,5,1,64.4,57.0,2512,6.93,6.86,4.44
8292,6113,1.02,5,6,4,62.8,56.0,3980,6.42,6.38,4.02
8293,8492,0.9,3,2,6,62.1,57.0,4419,6.15,6.18,3.83
8294,20737,1.4,3,5,6,63.0,56.0,8977,7.13,7.07,4.47
8295,53756,0.84,1,4,5,55.6,64.0,2724,6.42,6.32,3.54
8296,49343,0.71,2,5,3,63.5,57.0,2096,5.64,5.67,3.59
8297,39114,0.41,4,4,6,59.8,61.0,1061,4.82,4.78,2.87
8298,32044,0.31,3,3,7,60.4,59.0,779,4.35,4.43,2.65
8299,14044,0.41,3,4,4,61.3,56.0,605,4.78,4.81,2.94
8300,49876,0.7,4,5,3,60.9,62.0,2176,5.72,5.67,3.47
8301,33465,0.32,4,3,6,60.7,58.0,828,4.45,4.41,2.69
8302,24999,1.5,5,4,6,61.1,60.0,13528,7.4,7.3,4.49
8303,42221,0.33,3,2,2,62.1,55.0,1289,4.43,4.46,2.76
8304,1952,0.7,2,1,6,63.9,58.0,3087,5.58,5.62,3.58
8305,16870,1.0,5,2,6,61.9,57.0,6732,6.35,6.38,3.94
8306,13964,1.03,3,4,3,62.2,59.0,5684,6.41,6.45,4.0
8307,16529,1.05,3,4,6,61.9,56.0,6604,6.56,6.52,4.05
8308,6143,0.9,5,5,6,62.6,58.0,3989,6.14,6.22,3.87
8309,51412,0.8,4,3,4,58.5,62.0,2371,6.08,6.05,3.55
8310,8489,0.9,5,2,6,62.8,57.0,4419,6.13,6.16,3.86
8311,33363,0.41,3,4,6,62.4,54.0,827,4.78,4.81,2.99
8312,51505,0.72,3,4,6,62.0,56.0,2383,5.75,5.79,3.58
8313,5987,1.04,3,6,4,62.4,57.0,3953,6.48,6.46,4.04
8314,27049,0.27,5,2,3,60.6,57.0,646,4.19,4.25,2.55
8315,35182,0.31,3,4,2,62.0,54.0,891,4.36,4.38,2.71
8316,22510,1.51,4,5,6,61.5,58.0,10548,7.45,7.32,4.45
8317,19740,1.51,4,1,4,61.4,56.0,8311,7.37,7.32,4.51
8318,45414,0.61,2,4,6,59.9,61.0,1668,5.48,5.6,3.32
8319,50833,0.5,5,1,8,63.3,55.0,2310,5.08,5.06,3.21
8320,9519,1.14,5,5,4,63.3,57.0,4615,6.6,6.63,4.19
